Historical Sales,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Customer,Id,Region,Diesel Quota,,Tanks,Product,,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016
,,,,,,,,,,,,,,,
,T.N. BERSATU ENTERPRISE,90001096,EAST1,65520,,90001096-1,PRIMAX 95,Sales,4875,4927,5036,4824,4937,4774,4763
,,,,,,,,Stock,22646,22779,12724,13534,3820,25867,
,,,,,,90001096-2,PRIMAX 97,Sales,404,599,553,629,646,720,545
,,,,,,,,Stock,12382,11942,11503,10782,10113,9368,
,,,,,,90001096-3,PRIMAX 95,Sales,4874,4928,5036,4825,4937,4774,4764
,,,,,,,,Stock,7910,20034,20100,25583,25392,14652,
,,,,,,90001096-4,BIODIESEL B7 (RETAIL),Sales,1876,2072,2676,1126,1560,2115,1788
,,,,,,,,Stock,12396,10497,8336,11160,9904,13996,
,,,,,,,,,,,,,,,
,KOPERASI SERBAGUNA DARA BERHAD,90001100,EAST2,327600,,90001100-2,PRIMAX 97,Sales,1124,799,799,1039,1822,1729,1031
,,,,,,,,Stock,4281,14078,13279,12479,11441,9619,
,,,,,,90001100-3,PRIMAX 95,Sales,5107,5150,5240,6946,7135,6038,5926
,,,,,,,,Stock,19341,18748,23981,20075,15567,11192,
,,,,,,90001100-4,PRIMAX 95,Sales,5107,5149,5240,6946,7135,6038,5926
,,,,,,,,Stock,14932,25653,19549,24792,24842,24792,
,,,,,,90001100-5,BIODIESEL B7 (RETAIL),Sales,7450,8234,9293,7050,6490,6405,7711
,,,,,,,,Stock,24716,24657,13795,21915,19321,27000,
,,,,,,90001100-1,BIODIESEL B7 (RETAIL),Sales,7450,8234,9294,7050,6489,6405,7710
,,,,,,,,Stock,27000,23281,17675,7349,12222,7647,
,,,,,,90001100-6,PRIMAX 95,Sales,5106,5149,5239,6946,7136,6038,5926
,,,,,,,,Stock,26585,22978,24781,24105,24106,23505,
,,,,,,,,,,,,,,,
,BAHRUDIN MINI STATION,90001110,EAST1,251160,,90001110-4,PRIMAX 95,Sales,9204,7594,6527,9494,6028,8246,9409
,,,,,,,,Stock,17226,13683,678,22306,20946,8342,
,,,,,,90001110-5,PRIMAX 95,Sales,9204,7594,6527,9494,6028,8246,9410
,,,,,,,,Stock,22299,13133,17685,6553,759,22671,
,,,,,,90001110-1,BIODIESEL B7 (RETAIL),Sales,7445,7066,6746,3792,4670,5587,6294
,,,,,,,,Stock,20951,13395,8070,22740,15979,17726,
,,,,,,90001110-3,PRIMAX 97,Sales,694,537,1002,641,740,1290,439
,,,,,,,,Stock,17323,16821,16093,15282,14300,13691,
,,,,,,90001110-2,BIODIESEL B7 (RETAIL),Sales,7444,7067,6746,3793,4669,5586,6293
,,,,,,,,Stock,9770,12280,11151,1857,14117,20884,
,,,,,,90001110-6,PRIMAX 95,Sales,9204,7595,6527,9493,6028,8246,9409
,,,,,,,,Stock,7292,22644,22609,20827,22548,24387,
,,,,,,,,,,,,,,,
,N.N ENTERPRISE,90001137,EAST1,43680,,90001137-2,PRIMAX 95,Sales,4651,4803,5013,4138,4817,5191,4776
,,,,,,,,Stock,16723,19032,11647,11609,17170,11643,
,,,,,,90001137-3,PRIMAX 95,Sales,4651,4803,5013,4138,4817,5191,4775
,,,,,,,,Stock,21868,12437,16236,18102,16445,16648,
,,,,,,90001137-4,PRIMAX 95,Sales,4651,4803,5014,4139,4817,5192,4776
,,,,,,,,Stock,18916,11721,16592,21826,21933,12986,
,,,,,,90001137-1,BIODIESEL B7 (RETAIL),Sales,1883,2402,2141,1352,1077,2137,2474
,,,,,,,,Stock,12907,10824,13835,16649,15224,14177,
,,,,,,,,,,,,,,,
,PUTRAJAYA ENTERPRISE,90001315,SOUTH1,27300,,90001315-1,PRIMAX 95,Sales,3715,3711,3746,3982,3760,3945,3717
,,,,,,,,Stock,10938,15406,21458,17378,16524,19105,
,,,,,,90001315-3,PRIMAX 95,Sales,3714,3712,3747,3981,3760,3945,3718
,,,,,,,,Stock,14845,20801,15012,16118,13769,20769,
,,,,,,90001315-4,BIODIESEL B7 (RETAIL),Sales,708,879,841,944,746,476,920
,,,,,,,,Stock,6071,6430,10549,9673,8683,7969,
,,,,,,90001315-2,PRIMAX 95,Sales,3715,3712,3746,3982,3761,3946,3718
,,,,,,,,Stock,22094,22094,16704,23859,14980,19425,
,,,,,,,,,,,,,,,
,FELDA TRADING SDN BHD,90001324,SOUTH1,141960,,90001324-1,PRIMAX 95,Sales,4872,4376,4669,3039,5073,5300,4603
,,,,,,,,Stock,17045,23164,16211,17310,20404,11189,
,,,,,,90001324-2,PRIMAX 95,Sales,4871,4376,4669,3039,5073,5300,4603
,,,,,,,,Stock,23639,24701,18310,19470,10949,20751,
,,,,,,90001324-3,PRIMAX 95,Sales,4871,4376,4669,3040,5072,5300,4604
,,,,,,,,Stock,15095,15127,14967,25832,25863,25193,
,,,,,,90001324-4,BIODIESEL B7 (RETAIL),Sales,7827,9067,8338,16676,6096,4588,6632
,,,,,,,,Stock,24462,22226,13053,15694,17611,16838,
,,,,,,,,,,,,,,,
,PITIS STATION SERVICE,90001329,SOUTH1,60060,,90001329-1,BIODIESEL B7 (RETAIL),Sales,,,,86,1222,829,1298
,,,,,,,,Stock,,,,,24949,23548,
,,,,,,90001329-2,PRIMAX 95,Sales,,,,296,2518,2898,2648
,,,,,,,,Stock,,,,,15497,15497,
,,,,,,90001329-4,PRIMAX 95,Sales,,,,296,2518,2898,2648
,,,,,,,,Stock,,,,,19876,11885,
,,,,,,90001329-3,PRIMAX 95,Sales,,,,296,2519,2897,2648
,,,,,,,,Stock,,,,,13482,13170,
,,,,,,,,,,,,,,,
,PERTUBUHAN PELADANG KAWASAN TAMPIN,90001343,SOUTH1,87360,,90001343-4,PRIMAX 95,Sales,3377,3242,3184,4186,4309,4357,4493
,,,,,,,,Stock,11946,17571,10791,22641,22587,22587,
,,,,,,90001343-1,BIODIESEL B7 (RETAIL),Sales,3895,5090,5229,4301,3439,2031,3894
,,,,,,,,Stock,14009,20918,14309,15994,22655,19101,
,,,,,,90001343-3,PRIMAX 95,Sales,3376,3243,3185,4186,4308,4356,4492
,,,,,,,,Stock,11717,21394,21394,25171,16960,7962,
,,,,,,90001343-2,PRIMAX 97,Sales,334,529,328,478,664,637,340
,,,,,,,,Stock,9280,8931,8357,7986,7819,6826,
,,,,,,,,,,,,,,,
,STESEN MOZA MELAKA,90001347,SOUTH1,38220,,90001347-3,PRIMAX 95,Sales,,5750,5950,5750,5750,5750,5450
,,,,,,,,Stock,,,20050,20050,20050,14100,
,,,,,,90001347-4,PRIMAX 97,Sales,,900,900,600,600,500,600
,,,,,,,,Stock,,,5960,4900,4300,9160,
,,,,,,90001347-1,BIODIESEL B7 (RETAIL),Sales,,2000,2000,2000,2000,500,2000
,,,,,,,,Stock,,,8360,6360,9820,13280,
,,,,,,90001347-2,PRIMAX 95,Sales,,5750,5950,5750,5750,5750,5450
,,,,,,,,Stock,,,20050,8150,18490,18300,
,,,,,,,,,,,,,,,
,STESEN MINYAK INTAN,90001364,SOUTH1,251160,,90001364-5,PRIMAX 95,Sales,8232,5854,6845,7905,9918,12568,8351
,,,,,,,,Stock,11740,15842,23556,23922,11442,22985,
,,,,,,90001364-2,BIODIESEL B7 (RETAIL),Sales,6419,6668,7936,7071,7102,3562,6742
,,,,,,,,Stock,23329,18254,15491,13058,24685,21555,
,,,,,,90001364-3,PRIMAX 95,Sales,8233,5853,6845,7905,9917,12569,8352
,,,,,,,,Stock,1070,17779,20253,20402,24011,14620,
,,,,,,90001364-4,PRIMAX 95,Sales,8233,5853,6845,7904,9918,12569,8351
,,,,,,,,Stock,18254,12903,17485,17926,18254,17779,
,,,,,,90001364-6,PRIMAX 97,Sales,4631,3385,5116,4911,6162,6963,4274
,,,,,,,,Stock,13058,19521,21416,21944,16014,14620,
,,,,,,90001364-1,BIODIESEL B7 (RETAIL),Sales,6419,6668,7935,7070,7103,3563,6741
,,,,,,,,Stock,20104,17338,17191,25192,16014,11606,
,,,,,,,,,,,,,,,
,STESEN MINYAK HJ MOHAMAD,90001366,SOUTH1,60060,,90001366-1,BIODIESEL B7 (RETAIL),Sales,,2330,,2184,1951,889,2403
,,,,,,,,Stock,20008,,15707,,11589,10142,
,,,,,,90001366-4,PRIMAX 95,Sales,,5089,,4975,5060,4813,5119
,,,,,,,,Stock,22798,,18629,,23095,24696,
,,,,,,90001366-2,PRIMAX 97,Sales,,843,,917,581,578,803
,,,,,,,,Stock,6404,,10324,,8566,8012,
,,,,,,90001366-3,PRIMAX 95,Sales,,5088,,4975,5060,4813,5118
,,,,,,,,Stock,18587,,24078,,21075,9954,
,,,,,,,,,,,,,,,
,SHAF AUTOCARE,90001368,SOUTH1,38220,,90001368-1,PRIMAX 95,Sales,3292,2904,2856,3316,2922,2923,2866
,,,,,,,,Stock,16203,6366,22953,14749,14749,5643,
,,,,,,90001368-3,PRIMAX 95,Sales,3292,2905,2856,3316,2921,2924,2866
,,,,,,,,Stock,17849,17991,17910,17910,24508,17260,
,,,,,,90001368-4,PRIMAX 97,Sales,557,509,482,660,535,705,349
,,,,,,,,Stock,6469,5961,11074,10424,9943,9324,
,,,,,,90001368-5,BIODIESEL B7 (RETAIL),Sales,1213,953,1863,1374,1644,1337,2532
,,,,,,,,Stock,9945,8730,7683,6000,10009,8429,
,,,,,,90001368-2,PRIMAX 95,Sales,3291,2904,2857,3316,2922,2923,2867
,,,,,,,,Stock,19980,19982,11074,10919,21839,21637,
,,,,,,,,,,,,,,,
,Y.S. SALIHA SERVIS STATION,90001374,SOUTH1,120120,,90001374-1,PRIMAX 95,Sales,3322,3197,3207,3275,3183,3529,3193
,,,,,,,,Stock,19431,13869,12837,10973,20259,11500,
,,,,,,90001374-2,PRIMAX 95,Sales,3322,3197,3207,3275,3183,3529,3193
,,,,,,,,Stock,19173,16199,14640,13432,17504,14219,
,,,,,,90001374-3,PRIMAX 95,Sales,3321,3196,3207,3275,3183,3529,3192
,,,,,,,,Stock,9096,10972,6433,20414,11369,21986,
,,,,,,90001374-4,PRIMAX 97,Sales,510,566,523,717,530,560,362
,,,,,,,,Stock,13434,12920,12355,11830,11110,10890,
,,,,,,90001374-5,BIODIESEL B7 (RETAIL),Sales,5643,5888,5828,5457,5044,2632,5015
,,,,,,,,Stock,13516,16183,10725,14977,13742,13362,
,,,,,,,,,,,,,,,
,HME PETRONAS SERVICE STATION,90001378,SOUTH1,81900,,90001378-5,PRIMAX 97,Sales,1492,1426,951,1676,1337,2280,1506
,,,,,,,,Stock,9466,7923,12080,10994,9236,7855,
,,,,,,90001378-1,BIODIESEL B7 (RETAIL),Sales,4740,5493,5729,6383,3918,1881,4377
,,,,,,,,Stock,21202,16183,16169,15641,20732,17561,
,,,,,,90001378-2,PRIMAX 95,Sales,4896,4895,4444,5447,5536,5694,5165
,,,,,,,,Stock,14718,14704,23976,20560,23833,19987,
,,,,,,90001378-3,PRIMAX 95,Sales,4896,4895,4445,5447,5536,5693,5165
,,,,,,,,Stock,20174,11264,14805,17012,19312,6365,
,,,,,,90001378-4,PRIMAX 95,Sales,4895,4896,4445,5447,5535,5693,5165
,,,,,,,,Stock,21769,16483,16114,25509,19973,19727,
,,,,,,,,,,,,,,,
,SHAZIMAN ENTERPRISE,90001384,SOUTH1,92820,,90001384-4,BIODIESEL B7 (RETAIL),Sales,4326,5009,4512,4867,3538,3436,4965
,,,,,,,,Stock,16867,18340,13580,19785,14778,23327,
,,,,,,90001384-3,PRIMAX 95,Sales,4314,4160,4360,4289,5388,4786,4401
,,,,,,,,Stock,15678,21468,16275,22547,18342,22547,
,,,,,,90001384-1,PRIMAX 95,Sales,4314,4159,4361,4290,5387,4786,4401
,,,,,,,,Stock,15974,18922,16273,22808,18632,21191,
,,,,,,90001384-2,PRIMAX 95,Sales,4313,4159,4360,4289,5387,4787,4401
,,,,,,,,Stock,12983,17164,13282,19500,15975,20071,
,,,,,,,,,,,,,,,
,PETROMILES ENTERPRISE,90001386,SOUTH1,278460,,90001386-4,PRIMAX 95,Sales,5666,4389,4974,7541,9406,6847,5269
,,,,,,,,Stock,22730,18295,23061,20983,18657,14783,
,,,,,,90001386-5,PRIMAX 95,Sales,5667,4390,4975,7542,9406,6847,5270
,,,,,,,,Stock,8433,17853,26130,22831,17269,11533,
,,,,,,90001386-6,PRIMAX 95,Sales,5666,4389,4975,7541,9406,6847,5269
,,,,,,,,Stock,24442,24192,18732,21576,17380,15042,
,,,,,,90001386-1,BIODIESEL B7 (RETAIL),Sales,6948,7310,7027,10455,4825,3186,9089
,,,,,,,,Stock,21875,19014,24067,22565,15865,16448,
,,,,,,90001386-3,PRIMAX 97,Sales,2733,2439,2429,4112,4529,6081,3765
,,,,,,,,Stock,13318,15569,18748,16488,17560,13116,
,,,,,,90001386-2,BIODIESEL B7 (RETAIL),Sales,6947,7310,7028,10456,4825,3185,9088
,,,,,,,,Stock,17272,22410,18726,22453,19699,20349,
,,,,,,,,,,,,,,,
,STESEN MINYAK SITIMAS,90001392,SOUTH1,49140,,90001392-4,PRIMAX 95,Sales,4595,4480,,4600,,,
,,,,,,,,Stock,10970,18410,13690,,11920,,
,,,,,,90001392-3,PRIMAX 95,Sales,4595,4480,,4600,,,
,,,,,,,,Stock,14910,16280,19260,,15680,,
,,,,,,90001392-1,BIODIESEL B7 (RETAIL),Sales,910,1420,,1010,,,
,,,,,,,,Stock,11300,10480,8990,,7890,,
,,,,,,90001392-2,PRIMAX 97,Sales,480,370,,580,,,
,,,,,,,,Stock,11590,11020,10490,,9450,,
,,,,,,,,,,,,,,,
,S/M & SERVIS SERI ADUKA,90001394,SOUTH1,76440,,90001394-4,PRIMAX 95,Sales,5539,4704,4697,6435,7091,7630,5539
,,,,,,,,Stock,20639,26212,21905,19108,20639,16111,
,,,,,,90001394-5,PRIMAX 97,Sales,1285,1421,1148,1373,1485,2125,1160
,,,,,,,,Stock,14403,13516,11961,10569,9252,7568,
,,,,,,90001394-1,BIODIESEL B7 (RETAIL),Sales,3947,3844,4673,4668,3185,2242,4940
,,,,,,,,Stock,22459,18814,20282,15965,16750,13273,
,,,,,,90001394-3,PRIMAX 95,Sales,5539,4705,4697,6436,7091,7631,5539
,,,,,,,,Stock,11188,17329,26033,20639,22565,15040,
,,,,,,90001394-2,PRIMAX 95,Sales,5539,4705,4698,6435,7091,7631,5539
,,,,,,,,Stock,15082,17300,27000,21716,21107,13742,
,,,,,,,,,,,,,,,
,KOPERASI UNIKEB BERHAD,90001807,CENTR3,19610,,90001807-1,PRIMAX 95,Sales,2044,1848,2007,1941,2066,2087,1833
,,,,,,,,Stock,10308,10308,10308,10308,4720,4053,
,,,,,,90001807-6,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001807-2,PRIMAX 95,Sales,2044,1848,2007,1941,2065,2088,1834
,,,,,,,,Stock,11079,11318,11397,5451,11714,5943,
,,,,,,90001807-4,PRIMAX 97,Sales,309,424,285,500,298,322,165
,,,,,,,,Stock,12771,12361,11873,11556,11000,10615,
,,,,,,90001807-5,BIODIESEL B7 (RETAIL),Sales,1219,463,823,618,442,214,665
,,,,,,,,Stock,9369,8047,7522,6648,6014,5521,
,,,,,,90001807-3,PRIMAX 95,Sales,2044,1848,2006,1940,2066,2087,1834
,,,,,,,,Stock,19015,12688,7373,7373,11159,11159,
,,,,,,,,,,,,,,,
,S/S ABU SAMAH,90001821,CENTR2,144926,,90001821-4,PRIMAX 95,Sales,4900,5100,4767,5066,5434,5300,5000
,,,,,,,,Stock,15840,24743,24928,19716,19723,19727,
,,,,,,90001821-5,PRIMAX 95,Sales,4900,5100,4766,5067,5433,5300,5000
,,,,,,,,Stock,15174,18476,18663,26177,21964,20878,
,,,,,,90001821-2,BIODIESEL B7 (RETAIL),Sales,2400,2200,2250,2250,1850,1350,2450
,,,,,,,,Stock,15049,13845,9288,10809,16345,16434,
,,,,,,90001821-3,PRIMAX 97,Sales,950,1000,900,920,850,940,1200
,,,,,,,,Stock,11271,10272,9242,8349,7433,6566,
,,,,,,90001821-1,BIODIESEL B7 (RETAIL),Sales,2400,2200,2250,2250,1850,1350,2450
,,,,,,,,Stock,6786,19302,19776,19602,15090,11358,
,,,,,,90001821-6,PRIMAX 95,Sales,4900,5100,4767,5067,5433,5300,5000
,,,,,,,,Stock,22751,22759,7168,23584,23591,8289,
,,,,,,,,,,,,,,,
,KOPERASI K/T PETRONAS BHD,90001823,CENTR2,33558,,90001823-1,PRIMAX 95,Sales,,5177,4836,5738,6020,4848,5407
,,,,,,,,Stock,5481,,8352,589,6373,514,
,,,,,,90001823-2,PRIMAX 95,Sales,,5177,4836,5738,6020,4848,5407
,,,,,,,,Stock,24579,,22920,18228,22855,16956,
,,,,,,90001823-4,PRIMAX 97,Sales,,953,818,845,1193,938,833
,,,,,,,,Stock,9057,,7369,6426,5576,15323,
,,,,,,90001823-5,BIODIESEL B7 (RETAIL),Sales,,1370,1070,1363,1661,788,1213
,,,,,,,,Stock,19246,,16478,15408,13626,12196,
,,,,,,90001823-3,PRIMAX 95,Sales,,5178,4836,5737,6020,4848,5406
,,,,,,,,Stock,25042,,20246,17873,22539,17450,
,,,,,,,,,,,,,,,
,S/S CEMPAKA SARI ENTERPRISE,90001836,CENTR2,41121,,90001836-3,PRIMAX 95,Sales,7075,6946,7178,7119,6896,7173,6942
,,,,,,,,Stock,14451,19373,13820,23941,14138,12232,
,,,,,,90001836-4,PRIMAX 97,Sales,338,412,412,643,839,619,682
,,,,,,,,Stock,4689,3875,3436,3051,2408,1569,
,,,,,,90001836-1,BIODIESEL B7 (RETAIL),Sales,2186,1890,1981,1861,2003,999,2458
,,,,,,,,Stock,12213,10027,13597,11616,9755,7752,
,,,,,,90001836-2,PRIMAX 95,Sales,7075,6946,7178,7120,6895,7174,6942
,,,,,,,,Stock,13752,16519,19100,14463,10027,19982,
,,,,,,,,,,,,,,,
,S/S AZAHARI MOHAMAD,90001858,CENTR1,103740,,90001858-3,PRIMAX 95,Sales,5856,5827,5351,5915,6093,,6194
,,,,,,,,Stock,12823,13402,4234,12823,15362,17106,
,,,,,,90001858-4,PRIMAX 95,Sales,5856,5828,5351,5916,6092,,6194
,,,,,,,,Stock,16840,1038,11935,23359,19784,22983,
,,,,,,90001858-5,PRIMAX 95,Sales,5857,5827,5351,5915,6093,,6195
,,,,,,,,Stock,15216,12514,15468,11553,16856,20453,
,,,,,,90001858-1,BIODIESEL B7 (RETAIL),Sales,5590,3656,6506,4347,5352,,5790
,,,,,,,,Stock,18997,13553,15219,19458,15648,22812,
,,,,,,90001858-2,PRIMAX 97,Sales,481,382,427,670,530,,498
,,,,,,,,Stock,15680,15203,14727,14410,13691,13046,
,,,,,,,,,,,,,,,
,S/S PTBH PLDG K.DENGKIL,90001870,CENTR3,195566,,90001870-1,BIODIESEL B7 (RETAIL),Sales,4682,4187,4444,3364,4371,2120,4136
,,,,,,,,Stock,14679,9008,14389,14171,24967,20797,
,,,,,,90001870-2,PRIMAX 95,Sales,7204,7359,6661,7864,7698,7816,7325
,,,,,,,,Stock,15836,380,21389,18961,21389,6961,
,,,,,,90001870-3,PRIMAX 95,Sales,7203,7359,6662,7864,7698,7817,7326
,,,,,,,,Stock,25958,18330,7026,21904,16411,15546,
,,,,,,90001870-4,PRIMAX 95,Sales,7204,7359,6662,7863,7698,7816,7325
,,,,,,,,Stock,26318,26318,26318,26318,26447,26275,
,,,,,,90001870-5,BIODIESEL B7 (RETAIL),Sales,4682,4187,4444,3364,4371,2121,4137
,,,,,,,,Stock,24315,24315,18120,2059,18681,24967,
,,,,,,,,,,,,,,,
,STESEN SERVIS PASTIJAYA,90001877,CENTR3,103935,,90001877-3,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001877-1,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001877-2,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001877-4,PRIMAX 97,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001877-5,BIODIESEL B7 (RETAIL),Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,KOPERASI UNIVERSITI PUTRA MALAYSIA,90001879,CENTR3,31800,,90001879-1,PRIMAX 95,Sales,,5554,5397,6085,5779,4030,5537
,,,,,,,,Stock,,,22886,26034,26993,22886,
,,,,,,90001879-2,PRIMAX 95,Sales,,5554,5397,6084,5779,4030,5537
,,,,,,,,Stock,,,11289,18126,10917,444,
,,,,,,90001879-3,PRIMAX 95,Sales,,5553,5398,6085,5779,4030,5538
,,,,,,,,Stock,,,25794,25752,25934,22698,
,,,,,,90001879-4,BIODIESEL B7 (RETAIL),Sales,,915,598,613,729,618,922
,,,,,,,,Stock,,,11943,11231,10758,9960,
,,,,,,,,,,,,,,,
,MOHAMAD ZUHIR BIN HAJI IBRAHIM,90001882,CENTR1,180180,,90001882-5,BIODIESEL B7 (RETAIL),Sales,4157,5166,4896,5756,3514,1919,4907
,,,,,,,,Stock,,13298,8180,14237,14499,11257,
,,,,,,90001882-3,PRIMAX 95,Sales,4786,4143,4005,4697,5119,5924,4880
,,,,,,,,Stock,,14337,10270,11475,4778,4778,
,,,,,,90001882-4,PRIMAX 95,Sales,4786,4143,4004,4696,5119,5923,4880
,,,,,,,,Stock,,15655,12268,20946,13350,21866,
,,,,,,90001882-2,PRIMAX 95,Sales,4787,4142,4005,4696,5119,5924,4880
,,,,,,,,Stock,,4670,10124,4657,20652,13378,
,,,,,,,,,,,,,,,
,ZSM ENTERPRISE,90001884,CENTR1,103740,,90001884-1,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001884-4,BIODIESEL B7 (RETAIL),Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001884-5,BIODIESEL B7 (RETAIL),Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001884-2,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001884-3,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,SITI RASHIDAH ENTERPRISE,90001929,CENTR2,32206,,90001929-4,PRIMAX 95,Sales,5759,5912,5641,5903,6830,7080,6663
,,,,,,,,Stock,16451,17809,17207,14300,16602,15028,
,,,,,,90001929-1,BIODIESEL B7 (RETAIL),Sales,1513,1435,1842,885,942,992,1199
,,,,,,,,Stock,9040,7562,6091,4248,8823,7883,
,,,,,,90001929-2,PRIMAX 97,Sales,503,357,357,690,398,520,378
,,,,,,,,Stock,5252,4748,4391,4034,3344,2945,
,,,,,,90001929-3,PRIMAX 95,Sales,5760,5911,5642,5902,6830,7079,6662
,,,,,,,,Stock,19611,17653,22812,13936,15908,15045,
,,,,,,,,,,,,,,,
,STESYEN MINYAK AZRAF,90001931,CENTR3,62061,,90001931-1,PRIMAX 97,Sales,782,871,415,724,914,627,930
,,,,,,,,Stock,5564,4782,14831,19876,19152,18238,
,,,,,,90001931-2,PRIMAX 95,Sales,9525,9127,8576,10030,9702,8731,9021
,,,,,,,,Stock,13186,26617,24273,26183,26072,9276,
,,,,,,90001931-3,PRIMAX 95,Sales,9524,9126,8576,10029,9701,8731,9021
,,,,,,,,Stock,17767,7127,18518,21297,12268,20581,
,,,,,,90001931-4,BIODIESEL B7 (RETAIL),Sales,2909,2245,3180,2433,3027,1211,2464
,,,,,,,,Stock,15486,12577,15792,18072,15639,18072,
,,,,,,,,,,,,,,,
,KORIAH SUDAR,90001941,CENTR3,59677,,90001941-1,PRIMAX 95,Sales,4447,,,3984,,4538,
,,,,,,,,Stock,,10622,,,12724,,
,,,,,,90001941-2,PRIMAX 95,Sales,4447,,,3984,,4539,
,,,,,,,,Stock,,19410,,,12671,,
,,,,,,90001941-3,PRIMAX 95,Sales,4448,,,3984,,4538,
,,,,,,,,Stock,,21860,,,17614,,
,,,,,,90001941-4,PRIMAX 97,Sales,450,,,448,,564,
,,,,,,,,Stock,,12115,,,11957,,
,,,,,,90001941-5,BIODIESEL B7 (RETAIL),Sales,1884,,,1318,,922,
,,,,,,,,Stock,,9503,,,10167,,
,,,,,,,,,,,,,,,
,SERVIS STESEN KEMBARA MUHIBBAH,90001958,CENTR2,0,,90001958-1,BIODIESEL B7 (RETAIL),Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001958-2,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001958-3,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90001958-4,PRIMAX 95,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,,,,,,,,,,
,ANY ENTERPRISE,90001985,CENTR1,32760,,90001985-1,BIODIESEL B7 (RETAIL),Sales,1286,952,1006,1151,661,698,866
,,,,,,,,Stock,11169,9871,9030,7709,6625,5955,
,,,,,,90001985-2,PRIMAX 95,Sales,2020,1863,1933,1936,1604,1905,2393
,,,,,,,,Stock,16228,15353,12066,6416,15353,11200,
,,,,,,90001985-3,PRIMAX 95,Sales,2019,1863,1934,1936,1605,1906,2393
,,,,,,,,Stock,13106,12969,12969,12357,14433,13892,
,,,,,,90001985-4,PRIMAX 95,Sales,2020,1863,1933,1936,1604,1905,2392
,,,,,,,,Stock,21480,16514,14107,13814,13814,13661,
,,,,,,,,,,,,,,,
,STESEN MINYAK SERATA SENTOSA,90001987,CENTR2,89770,,90001987-4,BIODIESEL B7 (RETAIL),Sales,3220,3801,2759,2808,2366,881,2181
,,,,,,,,Stock,17076,13556,9787,12488,9686,18141,
,,,,,,90001987-3,PRIMAX 95,Sales,4514,4362,4516,4522,4326,4961,4338
,,,,,,,,Stock,19424,19496,15655,21711,17381,18481,
,,,,,,90001987-1,PRIMAX 95,Sales,4513,4362,4515,4523,4325,4962,4339
,,,,,,,,Stock,18359,19953,14937,21340,16804,17641,
,,,,,,90001987-2,PRIMAX 97,Sales,803,600,779,1082,812,1049,844
,,,,,,,,Stock,15862,15397,14805,13919,12835,12021,
,,,,,,,,,,,,,,,
,ABADAN ENTERPRISE,90001993,CENTR1,60060,,90001993-3,PRIMAX 95,Sales,4828,5100,3576,4694,5061,5043,4671
,,,,,,,,Stock,22808,18341,13580,20212,20774,15676,
,,,,,,90001993-4,PRIMAX 95,Sales,4827,5101,3575,4695,5062,5044,4670
,,,,,,,,Stock,20072,15379,11201,16870,22942,17461,
,,,,,,90001993-1,BIODIESEL B7 (RETAIL),Sales,2418,2473,1497,3116,1953,1144,2525
,,,,,,,,Stock,23328,21053,18633,16124,13282,11052,
,,,,,,90001993-2,PRIMAX 95,Sales,4828,5100,3576,4694,5062,5044,4670
,,,,,,,,Stock,24330,19502,14181,13583,19358,14781,
,,,,,,,,,,,,,,,
,MARZ AUTOSERVICES,90002020,CENTR2,28309,,90002020-1,PRIMAX 95,Sales,6475,6320,5914,6366,6990,6004,6682
,,,,,,,,Stock,25697,24111,20830,20342,24850,18105,
,,,,,,90002020-5,PRIMAX 95,Sales,6475,6319,5914,6368,6990,6004,6682
,,,,,,,,Stock,21966,12462,20335,9923,12424,9901,
,,,,,,90002020-6,BIODIESEL B7 (RETAIL),Sales,1193,1662,1303,1260,2482,782,965
,,,,,,,,Stock,7691,6415,11029,9886,8417,7305,
,,,,,,90002020-3,PRIMAX 97,Sales,1702,983,1787,1666,1313,1860,2518
,,,,,,,,Stock,15984,14212,12774,11037,8943,6669,
,,,,,,90002020-2,PRIMAX 95,Sales,6475,6319,5912,6368,6990,6004,6682
,,,,,,,,Stock,22037,13196,20122,9752,13662,9445,
