STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
AZ,1986Q2,92098.08,74530.13,17567.94,19.1%,0.573,0.253
AZ,1986Q3,93349.70,74897.52,18452.17,19.8%,0.580,0.267
AZ,1986Q4,94329.91,75565.65,18764.26,19.9%,0.586,0.274
AZ,1987Q1,95086.42,76630.75,18455.67,19.4%,0.591,0.271
AZ,1987Q2,95558.65,77914.62,17644.02,18.5%,0.594,0.261
AZ,1987Q3,95818.53,79192.58,16625.95,17.4%,0.596,0.247
AZ,1987Q4,95982.16,80236.36,15745.79,16.4%,0.597,0.236
AZ,1988Q1,96175.47,80878.28,15297.20,15.9%,0.598,0.230
AZ,1988Q2,96377.64,81208.10,15169.54,15.7%,0.599,0.229
AZ,1988Q3,96545.82,81367.03,15178.79,15.7%,0.600,0.231
AZ,1988Q4,96730.91,81498.89,15232.02,15.7%,0.601,0.233
AZ,1989Q1,96949.72,81742.33,15207.39,15.7%,0.603,0.234
AZ,1989Q2,97254.52,82052.95,15201.57,15.6%,0.605,0.235
AZ,1989Q3,97637.03,82434.83,15202.20,15.6%,0.607,0.236
AZ,1989Q4,98019.25,82869.48,15149.77,15.5%,0.609,0.235
AZ,1990Q1,98406.14,83286.43,15119.71,15.4%,0.612,0.235
AZ,1990Q2,98834.30,83762.47,15071.83,15.2%,0.615,0.235
AZ,1990Q3,99077.18,84206.00,14871.19,15.0%,0.616,0.232
AZ,1990Q4,99416.86,84574.56,14842.30,14.9%,0.618,0.233
AZ,1991Q1,99880.37,84851.50,15028.86,15.0%,0.621,0.237
AZ,1991Q2,100406.93,85066.53,15340.40,15.3%,0.624,0.243
AZ,1991Q3,100983.73,85292.41,15691.32,15.5%,0.628,0.249
AZ,1991Q4,101647.43,85594.52,16052.91,15.8%,0.632,0.256
AZ,1992Q1,102338.41,86058.68,16279.73,15.9%,0.636,0.262
AZ,1992Q2,103056.58,86587.60,16468.98,16.0%,0.641,0.267
AZ,1992Q3,103885.50,87192.19,16693.31,16.1%,0.646,0.271
AZ,1992Q4,104857.82,87847.33,17010.49,16.2%,0.652,0.278
AZ,1993Q1,106021.04,88475.71,17545.33,16.5%,0.659,0.287
AZ,1993Q2,107399.09,89196.43,18202.65,16.9%,0.668,0.298
AZ,1993Q3,108992.79,89946.04,19046.75,17.5%,0.678,0.314
AZ,1993Q4,110772.45,90716.08,20056.37,18.1%,0.689,0.332
AZ,1994Q1,112679.70,91508.04,21171.67,18.8%,0.701,0.353
AZ,1994Q2,114670.75,92279.22,22391.52,19.5%,0.713,0.376
AZ,1994Q3,116669.64,93023.84,23645.80,20.3%,0.725,0.400
AZ,1994Q4,118633.60,93724.42,24909.18,21.0%,0.738,0.425
AZ,1995Q1,120519.90,94456.95,26062.94,21.6%,0.749,0.450
AZ,1995Q2,122323.56,95105.31,27218.25,22.3%,0.761,0.473
AZ,1995Q3,124061.84,95830.55,28231.29,22.8%,0.771,0.494
AZ,1995Q4,125716.80,96716.94,28999.86,23.1%,0.782,0.511
AZ,1996Q1,127293.06,97750.01,29543.05,23.2%,0.791,0.523
AZ,1996Q2,128768.92,98921.71,29847.20,23.2%,0.801,0.531
AZ,1996Q3,130158.16,99994.49,30163.67,23.2%,0.809,0.540
AZ,1996Q4,131502.94,100785.80,30717.14,23.4%,0.818,0.553
AZ,1997Q1,132875.60,101182.30,31693.30,23.9%,0.826,0.574
AZ,1997Q2,134320.83,101349.40,32971.43,24.5%,0.835,0.601
AZ,1997Q3,135869.97,101520.04,34349.93,25.3%,0.845,0.630
AZ,1997Q4,137566.50,101927.96,35638.54,25.9%,0.855,0.658
AZ,1998Q1,139446.00,102769.10,36676.91,26.3%,0.867,0.682
AZ,1998Q2,141517.42,103851.54,37665.89,26.6%,0.880,0.705
AZ,1998Q3,143726.31,105019.79,38706.52,26.9%,0.894,0.729
AZ,1998Q4,146031.65,106086.01,39945.64,27.4%,0.908,0.756
AZ,1999Q1,148416.59,106910.04,41506.55,28.0%,0.923,0.790
AZ,1999Q2,150854.16,107523.24,43330.92,28.7%,0.938,0.830
AZ,1999Q3,153333.20,108012.09,45321.10,29.6%,0.953,0.872
AZ,1999Q4,155824.83,108460.33,47364.50,30.4%,0.969,0.916
AZ,2000Q1,158324.79,108838.13,49486.65,31.3%,0.984,0.959
AZ,2000Q2,160836.10,109480.67,51355.43,31.9%,1.000,1.000
AZ,2000Q3,163390.87,110347.64,53043.23,32.5%,1.016,1.039
AZ,2000Q4,166023.94,111505.09,54518.85,32.8%,1.032,1.074
AZ,2001Q1,168710.58,113142.36,55568.21,32.9%,1.049,1.106
AZ,2001Q2,171429.22,114721.77,56707.45,33.1%,1.066,1.136
AZ,2001Q3,174166.59,116214.14,57952.44,33.3%,1.083,1.168
AZ,2001Q4,176939.79,117426.99,59512.80,33.6%,1.100,1.206
AZ,2002Q1,179755.19,118123.53,61631.66,34.3%,1.118,1.253
AZ,2002Q2,182711.67,118612.69,64098.97,35.1%,1.136,1.309
AZ,2002Q3,185881.35,118930.10,66951.25,36.0%,1.156,1.374
AZ,2002Q4,189326.18,119208.63,70117.54,37.0%,1.177,1.446
AZ,2003Q1,193121.01,119606.27,73514.74,38.1%,1.201,1.524
AZ,2003Q2,197466.35,120323.32,77143.03,39.1%,1.228,1.608
AZ,2003Q3,202708.27,121605.07,81103.20,40.0%,1.260,1.699
AZ,2003Q4,209270.84,123693.22,85577.62,40.9%,1.301,1.802
AZ,2004Q1,217574.26,126659.80,90914.46,41.8%,1.353,1.923
AZ,2004Q2,228086.42,130403.34,97683.08,42.8%,1.418,2.077
AZ,2004Q3,241212.01,134486.49,106725.52,44.2%,1.500,2.282
AZ,2004Q4,256993.33,138539.50,118453.83,46.1%,1.598,2.549
AZ,2005Q1,274967.79,142399.57,132568.22,48.2%,1.710,2.873
AZ,2005Q2,294039.26,145919.35,148119.91,50.4%,1.828,3.230
AZ,2005Q3,312438.49,149417.83,163020.66,52.2%,1.943,3.577
AZ,2005Q4,328448.15,153098.39,175349.76,53.4%,2.042,3.871
AZ,2006Q1,340911.43,157157.23,183754.20,53.9%,2.120,4.083
AZ,2006Q2,349307.59,161178.14,188129.45,53.9%,2.172,4.204
AZ,2006Q3,353774.29,164925.40,188848.89,53.4%,2.200,4.243
AZ,2006Q4,354782.32,168083.46,186698.86,52.6%,2.206,4.217
AZ,2007Q1,352210.29,170562.98,181647.31,51.6%,2.190,4.126
AZ,2007Q2,345989.61,172442.40,173547.21,50.2%,2.151,3.961
AZ,2007Q3,336227.15,174288.49,161938.66,48.2%,2.090,3.712
AZ,2007Q4,323282.99,176576.71,146706.28,45.4%,2.010,3.375
AZ,2008Q1,308023.59,179626.77,128396.82,41.7%,1.915,2.965
AZ,2008Q2,291490.29,182980.47,108509.82,37.2%,1.812,2.513
AZ,2008Q3,274834.13,186052.40,88781.74,32.3%,1.709,2.062
AZ,2008Q4,259331.59,188241.91,71089.68,27.4%,1.612,1.654
AZ,2009Q1,245907.77,189097.38,56810.39,23.1%,1.529,1.323
AZ,2009Q2,234832.17,189025.69,45806.48,19.5%,1.460,1.069
AZ,2009Q3,226065.53,188493.84,37571.69,16.6%,1.406,0.878
AZ,2009Q4,218899.65,188002.41,30897.24,14.1%,1.361,0.723
AZ,2010Q1,212503.41,187943.79,24559.61,11.6%,1.321,0.574
AZ,2010Q2,206407.81,188496.71,17911.10,8.7%,1.283,0.419
AZ,2010Q3,200540.91,189656.43,10884.48,5.4%,1.247,0.255
AZ,2010Q4,195389.81,185620.32,9769.49,5.0%,1.215,0.092
AZ,2011Q1,191698.01,182113.11,9584.90,5.0%,1.192,0.035
AZ,2011Q2,190101.06,180596.01,9505.05,5.0%,1.182,0.020
AZ,2011Q3,191193.62,181633.94,9559.68,5.0%,1.189,0.017
AZ,2011Q4,195109.27,183405.27,11704.00,6.0%,1.213,0.021
AZ,2012Q1,201558.40,184391.27,17167.13,8.5%,1.253,0.031
AZ,2012Q2,209922.69,184873.47,25049.22,11.9%,1.305,0.046
AZ,2012Q3,219334.01,185244.50,34089.52,15.5%,1.364,0.063
AZ,2012Q4,229027.24,185898.62,43128.62,18.8%,1.424,0.079
AZ,2013Q1,238558.13,187135.62,51422.51,21.6%,1.483,0.095
AZ,2013Q2,247585.10,188882.67,58702.42,23.7%,1.539,0.109
AZ,2013Q3,255657.83,190972.97,64684.86,25.3%,1.590,0.120
AZ,2013Q4,262602.17,193239.74,69362.43,26.4%,1.633,0.129
AZ,2014Q1,268353.66,196939.78,71413.88,26.6%,1.668,0.133
AZ,2014Q2,273246.45,197201.73,76044.71,27.8%,1.699,0.142
AZ,2014Q3,277823.34,201448.33,76375.01,27.5%,1.727,0.143
AZ,2014Q4,282548.14,205595.60,76952.55,27.2%,1.757,0.145
AZ,2015Q1,287652.19,205863.92,81788.27,28.4%,1.788,0.154
AZ,2015Q2,293109.55,203967.48,89142.08,30.4%,1.822,0.168
AZ,2015Q3,298795.25,205155.27,93639.98,31.3%,1.858,0.177
AZ,2015Q4,304526.76,207182.20,97344.56,32.0%,1.893,0.185
AZ,2016Q1,310230.05,209340.87,100889.18,32.5%,1.929,0.192
AR,1975Q1,19898.30,18903.39,994.92,5.0%,0.206,0.000
AR,1975Q2,20093.03,19088.38,1004.65,5.0%,0.208,0.000
AR,1975Q3,20404.96,19384.71,1020.25,5.0%,0.211,0.000
AR,1975Q4,20842.32,19800.21,1042.12,5.0%,0.216,0.000
AR,1976Q1,21459.69,20386.71,1072.98,5.0%,0.222,0.000
AR,1976Q2,22185.89,21076.59,1109.29,5.0%,0.230,0.000
AR,1976Q3,22948.42,21801.00,1147.42,5.0%,0.238,0.000
AR,1976Q4,23705.74,22520.45,1185.29,5.0%,0.246,0.000
AR,1977Q1,24458.36,23235.44,1222.92,5.0%,0.253,0.000
AR,1977Q2,25226.57,23965.24,1261.33,5.0%,0.261,0.000
AR,1977Q3,26018.47,24717.55,1300.92,5.0%,0.269,0.000
AR,1977Q4,26818.73,25477.79,1340.94,5.0%,0.278,0.000
AR,1978Q1,27622.72,26241.59,1381.14,5.0%,0.286,0.000
AR,1978Q2,28485.38,26858.72,1626.66,5.7%,0.295,0.000
AR,1978Q3,29449.73,27421.11,2028.62,6.9%,0.305,0.000
AR,1978Q4,30536.29,28098.75,2437.54,8.0%,0.316,0.000
AR,1979Q1,31755.64,28910.28,2845.36,9.0%,0.329,0.000
AR,1979Q2,33003.93,29806.47,3197.46,9.7%,0.342,0.000
AR,1979Q3,34191.00,30716.06,3474.94,10.2%,0.354,0.000
AR,1979Q4,35234.39,31568.85,3665.54,10.4%,0.365,0.000
AR,1980Q1,36134.60,32312.80,3821.80,10.6%,0.374,0.000
AR,1980Q2,36972.25,32968.05,4004.20,10.8%,0.383,0.000
AR,1980Q3,37753.93,33572.93,4181.00,11.1%,0.391,0.000
AR,1980Q4,38380.54,34165.47,4215.07,11.0%,0.397,0.000
AR,1981Q1,38790.14,34778.16,4011.98,10.3%,0.402,0.000
AR,1981Q2,38990.41,35410.94,3579.48,9.2%,0.404,0.000
AR,1981Q3,39090.15,36062.44,3027.72,7.7%,0.405,0.000
AR,1981Q4,39184.08,36730.10,2453.98,6.3%,0.406,0.000
AR,1982Q1,39486.01,37406.53,2079.48,5.3%,0.409,0.000
AR,1982Q2,40065.80,38062.51,2003.29,5.0%,0.415,0.000
AR,1982Q3,40867.47,38824.10,2043.37,5.0%,0.423,0.000
AR,1982Q4,41780.90,39691.86,2089.05,5.0%,0.433,0.000
AR,1983Q1,42753.33,40615.67,2137.67,5.0%,0.443,0.000
AR,1983Q2,43710.54,41525.01,2185.53,5.0%,0.453,0.000
AR,1983Q3,44568.32,42339.90,2228.42,5.0%,0.462,0.000
AR,1983Q4,45290.38,43025.86,2264.52,5.0%,0.469,0.000
AR,1984Q1,45894.95,43600.20,2294.75,5.0%,0.475,0.000
AR,1984Q2,46408.77,44088.33,2320.44,5.0%,0.481,0.000
AR,1984Q3,46901.77,44556.69,2345.09,5.0%,0.486,0.000
AR,1984Q4,47415.29,45044.53,2370.76,5.0%,0.491,0.001
AR,1985Q1,47971.56,45572.99,2398.58,5.0%,0.497,0.001
AR,1985Q2,48601.81,46171.72,2430.09,5.0%,0.503,0.001
AR,1985Q3,49337.36,46870.49,2466.87,5.0%,0.511,0.001
AR,1985Q4,50110.85,47605.31,2505.54,5.0%,0.519,0.001
AR,1986Q1,50880.23,48336.22,2544.01,5.0%,0.527,0.001
AR,1986Q2,51590.04,48913.19,2676.84,5.2%,0.534,0.002
AR,1986Q3,52189.01,49038.31,3150.70,6.0%,0.541,0.002
AR,1986Q4,52694.30,49238.28,3456.02,6.6%,0.546,0.002
AR,1987Q1,53081.43,49545.77,3535.66,6.7%,0.550,0.002
AR,1987Q2,53323.61,49925.90,3397.71,6.4%,0.552,0.002
AR,1987Q3,53427.79,50326.20,3101.59,5.8%,0.553,0.002
AR,1987Q4,53508.54,50694.71,2813.83,5.3%,0.554,0.002
AR,1988Q1,53679.19,50992.48,2686.71,5.0%,0.556,0.002
AR,1988Q2,53929.67,51233.18,2696.48,5.0%,0.559,0.002
AR,1988Q3,54235.31,51523.54,2711.77,5.0%,0.562,0.002
AR,1988Q4,54584.17,51854.96,2729.21,5.0%,0.565,0.002
AR,1989Q1,54969.12,52220.66,2748.46,5.0%,0.569,0.002
AR,1989Q2,55371.42,52602.85,2768.57,5.0%,0.573,0.002
AR,1989Q3,55776.83,52987.99,2788.84,5.0%,0.578,0.002
AR,1989Q4,56176.57,53367.74,2808.83,5.0%,0.582,0.002
AR,1990Q1,56594.90,53765.15,2829.74,5.0%,0.586,0.002
AR,1990Q2,57041.88,54189.79,2852.09,5.0%,0.591,0.002
AR,1990Q3,57473.13,54599.47,2873.66,5.0%,0.595,0.002
AR,1990Q4,57954.91,55057.17,2897.75,5.0%,0.600,0.003
AR,1991Q1,58517.01,55591.16,2925.85,5.0%,0.606,0.003
AR,1991Q2,59153.20,56195.54,2957.66,5.0%,0.613,0.003
AR,1991Q3,59856.75,56863.91,2992.84,5.0%,0.620,0.004
AR,1991Q4,60603.56,57573.38,3030.18,5.0%,0.628,0.004
AR,1992Q1,61380.91,58311.86,3069.05,5.0%,0.636,0.005
AR,1992Q2,62224.56,59113.34,3111.23,5.0%,0.644,0.006
AR,1992Q3,63165.39,60007.12,3158.27,5.0%,0.654,0.008
AR,1992Q4,64220.90,61009.85,3211.04,5.0%,0.665,0.010
AR,1993Q1,65396.89,62127.05,3269.84,5.0%,0.677,0.013
AR,1993Q2,66666.68,63333.35,3333.33,5.0%,0.690,0.017
AR,1993Q3,67992.97,64593.32,3399.65,5.0%,0.704,0.022
AR,1993Q4,69340.01,65873.01,3467.00,5.0%,0.718,0.029
AR,1994Q1,70702.39,67167.27,3535.12,5.0%,0.732,0.036
AR,1994Q2,72011.99,68411.39,3600.60,5.0%,0.746,0.045
AR,1994Q3,73262.68,69599.54,3663.13,5.0%,0.759,0.056
AR,1994Q4,74471.34,70747.77,3723.57,5.0%,0.771,0.070
AR,1995Q1,75622.17,71841.06,3781.11,5.0%,0.783,0.087
AR,1995Q2,76747.45,72910.08,3837.37,5.0%,0.795,0.109
AR,1995Q3,77828.08,73936.68,3891.40,5.0%,0.806,0.133
AR,1995Q4,78832.00,74890.40,3941.60,5.0%,0.816,0.153
AR,1996Q1,79759.79,75771.81,3987.99,5.0%,0.826,0.164
AR,1996Q2,80619.54,76588.57,4030.98,5.0%,0.835,0.168
AR,1996Q3,81428.90,77357.46,4071.45,5.0%,0.843,0.170
AR,1996Q4,82233.19,78121.53,4111.66,5.0%,0.852,0.178
AR,1997Q1,83042.82,78890.68,4152.14,5.0%,0.860,0.197
AR,1997Q2,83851.49,79658.91,4192.57,5.0%,0.868,0.225
AR,1997Q3,84673.35,80439.68,4233.67,5.0%,0.877,0.258
AR,1997Q4,85527.56,81251.19,4276.38,5.0%,0.886,0.289
AR,1998Q1,86431.02,82109.47,4321.55,5.0%,0.895,0.313
AR,1998Q2,87411.54,83040.96,4370.58,5.0%,0.905,0.333
AR,1998Q3,88494.23,84069.51,4424.71,5.0%,0.917,0.362
AR,1998Q4,89619.68,85138.69,4480.98,5.0%,0.928,0.406
AR,1999Q1,90767.83,86229.44,4538.39,5.0%,0.940,0.475
AR,1999Q2,91918.40,87322.48,4595.92,5.0%,0.952,0.569
AR,1999Q3,93064.80,88411.56,4653.24,5.0%,0.964,0.683
AR,1999Q4,94210.64,89500.11,4710.53,5.0%,0.976,0.802
AR,2000Q1,95365.21,90327.90,5037.31,5.3%,0.988,0.909
AR,2000Q2,96556.52,91017.85,5538.67,5.7%,1.000,1.000
AR,2000Q3,97768.68,91801.11,5967.56,6.1%,1.013,1.078
AR,2000Q4,99016.78,92611.98,6404.80,6.5%,1.025,1.159
AR,2001Q1,100300.37,93409.28,6891.10,6.9%,1.039,1.250
AR,2001Q2,101612.92,94181.78,7431.14,7.3%,1.052,1.350
AR,2001Q3,102980.84,94963.05,8017.78,7.8%,1.067,1.458
AR,2001Q4,104411.15,95777.72,8633.43,8.3%,1.081,1.572
AR,2002Q1,105933.37,96618.24,9315.12,8.8%,1.097,1.695
AR,2002Q2,107558.82,97441.03,10117.79,9.4%,1.114,1.842
AR,2002Q3,109277.75,98141.53,11136.22,10.2%,1.132,2.029
AR,2002Q4,111117.43,98627.84,12489.59,11.2%,1.151,2.279
AR,2003Q1,113099.04,98889.03,14210.01,12.6%,1.171,2.598
AR,2003Q2,115224.89,99168.31,16056.58,13.9%,1.193,2.940
AR,2003Q3,117495.98,99810.49,17685.49,15.1%,1.217,3.243
AR,2003Q4,119884.50,101150.89,18733.61,15.6%,1.242,3.440
AR,2004Q1,122395.18,103384.79,19010.39,15.5%,1.268,3.495
AR,2004Q2,124990.74,106197.69,18793.04,15.0%,1.294,3.459
AR,2004Q3,127669.10,109119.39,18549.70,14.5%,1.322,3.420
AR,2004Q4,130429.27,111687.07,18742.21,14.4%,1.351,3.460
AR,2005Q1,133255.87,113593.79,19662.08,14.8%,1.380,3.636
AR,2005Q2,136134.31,115166.77,20967.53,15.4%,1.410,3.884
AR,2005Q3,139041.51,116883.70,22157.81,15.9%,1.440,4.113
AR,2005Q4,141877.38,119222.86,22654.52,16.0%,1.469,4.213
AR,2006Q1,144518.77,122480.39,22038.38,15.2%,1.497,4.109
AR,2006Q2,146903.11,126174.58,20728.53,14.1%,1.521,3.872
AR,2006Q3,148979.24,129660.54,19318.70,13.0%,1.543,3.615
AR,2006Q4,150704.49,132287.13,18417.36,12.2%,1.561,3.453
AR,2007Q1,152044.06,133639.71,18404.35,12.1%,1.575,3.458
AR,2007Q2,152993.99,134210.42,18783.57,12.3%,1.585,3.536
AR,2007Q3,153472.33,134737.24,18735.09,12.2%,1.589,3.532
AR,2007Q4,153472.69,135952.96,17519.73,11.4%,1.589,3.307
AR,2008Q1,153098.34,138340.91,14757.43,9.6%,1.586,2.789
AR,2008Q2,152588.61,141369.34,11219.27,7.4%,1.580,2.121
AR,2008Q3,152091.29,144262.26,7829.03,5.1%,1.575,1.480
AR,2008Q4,151687.42,144103.05,7584.37,5.0%,1.571,1.030
AR,2009Q1,151468.34,143894.92,7573.42,5.0%,1.569,0.931
AR,2009Q2,151429.76,143319.65,8110.10,5.4%,1.568,0.997
AR,2009Q3,151436.30,142238.55,9197.75,6.1%,1.568,1.131
AR,2009Q4,151287.76,141228.67,10059.09,6.6%,1.567,1.236
AR,2010Q1,150786.45,140755.52,10030.93,6.7%,1.562,1.232
AR,2010Q2,150253.38,140889.86,9363.52,6.2%,1.556,1.150
AR,2010Q3,149702.68,141570.77,8131.90,5.4%,1.550,0.999
AR,2010Q4,149399.68,141929.70,7469.98,5.0%,1.547,0.818
AR,2011Q1,149511.46,142035.89,7475.57,5.0%,1.548,0.658
AR,2011Q2,150056.87,142554.03,7502.84,5.0%,1.554,0.553
AR,2011Q3,151177.76,143618.87,7558.89,5.0%,1.566,0.515
AR,2011Q4,152766.47,144926.11,7840.35,5.1%,1.582,0.534
AR,2012Q1,154609.36,145731.94,8877.42,5.7%,1.601,0.605
AR,2012Q2,156605.40,146194.13,10411.27,6.6%,1.622,0.710
AR,2012Q3,158592.09,146547.33,12044.76,7.6%,1.642,0.822
AR,2012Q4,160559.85,147027.18,13532.67,8.4%,1.663,0.925
AR,2013Q1,162494.48,147814.80,14679.68,9.0%,1.683,1.004
AR,2013Q2,164227.47,148873.89,15353.58,9.3%,1.701,1.051
AR,2013Q3,165833.51,150114.04,15719.48,9.5%,1.717,1.077
AR,2013Q4,167409.66,151445.06,15964.61,9.5%,1.734,1.095
AR,2014Q1,169125.66,154215.91,14909.75,8.8%,1.752,1.023
AR,2014Q2,170951.62,154283.92,16667.69,9.7%,1.770,1.145
AR,2014Q3,172877.71,157468.97,15408.74,8.9%,1.790,1.059
AR,2014Q4,174854.17,160570.41,14283.76,8.2%,1.811,0.983
AR,2015Q1,176831.68,160630.33,16201.35,9.2%,1.831,1.116
AR,2015Q2,179069.63,158990.48,20079.15,11.2%,1.855,1.384
AR,2015Q3,181427.56,159751.25,21676.31,11.9%,1.879,1.496
AR,2015Q4,183747.65,161158.95,22588.70,12.3%,1.903,1.560
AR,2016Q1,186002.32,162661.68,23340.64,12.5%,1.926,1.614
CA,1975Q1,40994.22,29241.06,11753.16,28.7%,0.137,0.045
CA,1975Q2,42681.28,29653.06,13028.22,30.5%,0.142,0.050
CA,1975Q3,44439.51,30041.55,14397.96,32.4%,0.148,0.055
CA,1975Q4,46352.74,30492.92,15859.82,34.2%,0.154,0.061
CA,1976Q1,48504.48,31099.18,17405.30,35.9%,0.162,0.068
CA,1976Q2,50951.33,31779.31,19172.01,37.6%,0.170,0.075
CA,1976Q3,53706.01,32516.91,21189.10,39.5%,0.179,0.083
CA,1976Q4,56748.99,33269.49,23479.49,41.4%,0.189,0.093
CA,1977Q1,60091.76,33958.07,26133.69,43.5%,0.200,0.103
CA,1977Q2,63676.86,34700.17,28976.69,45.5%,0.212,0.115
CA,1977Q3,67307.57,35468.50,31839.07,47.3%,0.224,0.127
CA,1977Q4,70797.54,36280.15,34517.39,48.8%,0.236,0.139
CA,1978Q1,74123.13,37231.36,36891.78,49.8%,0.247,0.150
CA,1978Q2,77355.65,38148.48,39207.17,50.7%,0.258,0.160
CA,1978Q3,80600.22,39124.15,41476.07,51.5%,0.269,0.171
CA,1978Q4,83962.88,40173.73,43789.15,52.2%,0.280,0.181
CA,1979Q1,87504.61,41248.98,46255.64,52.9%,0.292,0.192
CA,1979Q2,91226.19,42481.68,48744.51,53.4%,0.304,0.203
CA,1979Q3,95053.15,43800.42,51252.72,53.9%,0.317,0.215
CA,1979Q4,98859.07,45190.88,53668.19,54.3%,0.329,0.226
CA,1980Q1,102558.67,46641.50,55917.17,54.5%,0.342,0.237
CA,1980Q2,106070.80,48117.48,57953.32,54.6%,0.353,0.246
CA,1980Q3,109342.46,49599.60,59742.86,54.6%,0.364,0.255
CA,1980Q4,112311.08,51063.04,61248.03,54.5%,0.374,0.263
CA,1981Q1,114969.13,52538.84,62430.29,54.3%,0.383,0.270
CA,1981Q2,117268.98,53975.38,63293.60,54.0%,0.391,0.275
CA,1981Q3,119116.93,55474.28,63642.65,53.4%,0.397,0.278
CA,1981Q4,120398.65,57097.16,63301.49,52.6%,0.401,0.277
CA,1982Q1,121169.20,58878.57,62290.63,51.4%,0.404,0.274
CA,1982Q2,121676.00,60665.32,61010.68,50.1%,0.405,0.270
CA,1982Q3,122053.07,62299.46,59753.60,49.0%,0.407,0.265
CA,1982Q4,122383.89,63612.12,58771.76,48.0%,0.408,0.262
CA,1983Q1,122740.25,64390.11,58350.13,47.5%,0.409,0.260
CA,1983Q2,123161.25,64963.34,58197.91,47.3%,0.410,0.260
CA,1983Q3,123720.81,65387.50,58333.31,47.1%,0.412,0.262
CA,1983Q4,124502.23,65815.74,58686.49,47.1%,0.415,0.264
CA,1984Q1,125541.91,66399.79,59142.11,47.1%,0.418,0.268
CA,1984Q2,126802.06,67073.63,59728.43,47.1%,0.422,0.272
CA,1984Q3,128279.78,67835.03,60444.76,47.1%,0.427,0.276
CA,1984Q4,129960.05,68653.91,61306.14,47.2%,0.433,0.282
CA,1985Q1,131840.92,69516.29,62324.63,47.3%,0.439,0.288
CA,1985Q2,133900.91,70377.04,63523.87,47.4%,0.446,0.295
CA,1985Q3,136112.04,71237.48,64874.56,47.7%,0.454,0.303
CA,1985Q4,138440.90,72085.49,66355.42,47.9%,0.461,0.311
CA,1986Q1,140947.64,72953.38,67994.26,48.2%,0.470,0.321
CA,1986Q2,143721.34,73754.96,69966.38,48.7%,0.479,0.332
CA,1986Q3,146825.39,74545.03,72280.36,49.2%,0.489,0.345
CA,1986Q4,150309.02,75338.64,74970.38,49.9%,0.501,0.359
CA,1987Q1,154228.22,76087.73,78140.49,50.7%,0.514,0.376
CA,1987Q2,158673.36,76950.87,81722.49,51.5%,0.529,0.395
CA,1987Q3,163788.61,77876.69,85911.92,52.5%,0.546,0.418
CA,1987Q4,169725.79,78876.74,90849.04,53.5%,0.566,0.444
CA,1988Q1,176656.37,79975.61,96680.76,54.7%,0.589,0.475
CA,1988Q2,184661.77,81106.98,103554.79,56.1%,0.615,0.511
CA,1988Q3,193681.71,82259.27,111422.44,57.5%,0.645,0.553
CA,1988Q4,203463.07,83400.62,120062.45,59.0%,0.678,0.599
CA,1989Q1,213553.32,84696.36,128856.95,60.3%,0.712,0.648
CA,1989Q2,223401.52,85743.23,137658.29,61.6%,0.744,0.695
CA,1989Q3,232321.40,86773.67,145547.74,62.6%,0.774,0.738
CA,1989Q4,239588.38,87836.55,151751.83,63.3%,0.798,0.773
CA,1990Q1,244861.99,88839.75,156022.25,63.7%,0.816,0.796
CA,1990Q2,248243.10,90031.27,158211.83,63.7%,0.827,0.810
CA,1990Q3,250014.74,91224.72,158790.02,63.5%,0.833,0.816
CA,1990Q4,250595.09,92356.57,158238.52,63.1%,0.835,0.815
CA,1991Q1,250422.16,93263.54,157158.62,62.8%,0.834,0.811
CA,1991Q2,249813.92,94222.33,155591.59,62.3%,0.832,0.805
CA,1991Q3,248989.93,95136.48,153853.45,61.8%,0.830,0.799
CA,1991Q4,247966.89,96023.45,151943.44,61.3%,0.826,0.791
CA,1992Q1,246575.17,97339.79,149235.38,60.5%,0.822,0.782
CA,1992Q2,244680.82,98057.13,146623.69,59.9%,0.815,0.770
CA,1992Q3,242305.12,98641.15,143663.97,59.3%,0.807,0.755
CA,1992Q4,239480.74,99121.03,140359.71,58.6%,0.798,0.738
CA,1993Q1,236373.71,99051.76,137321.94,58.1%,0.788,0.719
CA,1993Q2,233221.28,99538.22,133683.05,57.3%,0.777,0.699
CA,1993Q3,230203.78,100086.81,130116.98,56.5%,0.767,0.681
CA,1993Q4,227498.73,100670.45,126828.28,55.7%,0.758,0.664
CA,1994Q1,225149.09,101227.72,123921.36,55.0%,0.750,0.648
CA,1994Q2,223156.80,101849.17,121307.64,54.4%,0.744,0.635
CA,1994Q3,221467.26,102495.96,118971.30,53.7%,0.738,0.624
CA,1994Q4,220016.14,103168.65,116847.48,53.1%,0.733,0.614
CA,1995Q1,218791.48,104055.20,114736.27,52.4%,0.729,0.605
CA,1995Q2,217782.93,104728.59,113054.34,51.9%,0.726,0.598
CA,1995Q3,216999.19,105391.09,111608.10,51.4%,0.723,0.591
CA,1995Q4,216422.85,106061.37,110361.48,51.0%,0.721,0.586
CA,1996Q1,216087.50,106605.69,109481.82,50.7%,0.720,0.581
CA,1996Q2,216050.19,107332.45,108717.74,50.3%,0.720,0.579
CA,1996Q3,216446.61,108057.02,108389.59,50.1%,0.721,0.578
CA,1996Q4,217401.64,108737.16,108664.48,50.0%,0.724,0.581
